Date,Name of State / UT,Total Confirmed cases (Indian National),Total Confirmed cases ( Foreign National ),Cured/Discharged/Migrated,Death,Total Confirmed cases,%share of infected cases,1 / (% share of infected cases),Population Share,(Population share) / (% share of infected cases),Recovery Rate,Death Rate,Population,Infection Rate,Susceptible Population,Rate of change of susceptible population,Action,Reward
27-Apr-20,Jharkhand,82,0,13,3,82,0.738472623,1.354146341,16.8880236,22.86885537,15.85365854,3.658536585,32988134,0.000248574,32988052,-4.55E-05,1,25098600.86
27-Apr-20,Maharashtra,8065,3,1188,342,8068,72.65850144,0.013763014,57.5291825,0.791774966,14.72483887,4.238968765,112374333,0.007179575,112366265,-0.000391575,1,88753008.48
28-Apr-20,Assam,38,0,27,1,38,0.320973055,3.115526316,15.9754566,49.77195544,71.05263158,2.631578947,31205576,0.000121773,31205538,-6.41E-06,1,21340263.19
28-Apr-20,Delhi,3107,1,877,54,3108,26.25221725,0.038092021,8.59445833,0.327380284,28.21750322,1.737451737,16787941,0.018513289,16784833,-0.001131962,2,5308793.357
28-Apr-20,Jharkhand,103,0,17,3,103,0.870005913,1.149417476,16.8880236,19.41138946,16.50485437,2.912621359,32988134,0.000312233,32988031,-6.37E-05,1,23401765.43
28-Apr-20,Maharashtra,8587,3,1282,369,8590,72.55680378,0.013782305,57.5291825,0.79288474,14.92433062,4.295692666,112374333,0.007644094,112365743,-0.000464552,1,89029500.89
29-Apr-20,Assam,38,0,27,1,38,0.297455969,3.361842105,15.9754566,53.70696265,71.05263158,2.631578947,31205576,0.000121773,31205538,0,0,31205538
29-Apr-20,Delhi,3313,1,1078,54,3314,25.94129159,0.038548582,8.59445833,0.33130418,32.52866626,1.629450815,16787941,0.01974036,16784627,-0.001227298,2,4918757.711
29-Apr-20,Jharkhand,105,0,19,3,105,0.821917808,1.216666667,16.8880236,20.54709538,18.0952381,2.857142857,32988134,0.000318296,32988029,-6.06E-06,1,23246271.14
29-Apr-20,Maharashtra,9315,3,1388,400,9318,72.93933464,0.013710024,57.5291825,0.78872645,14.89590041,4.292766688,112374333,0.008291929,112365015,-0.000647884,1,89014798.8
30-Apr-20,Assam,42,0,29,1,42,0.311041991,3.215,15.9754566,51.36109297,69.04761905,2.380952381,31205576,0.000134591,31205534,-1.28E-05,1,20503496.88
30-Apr-20,Delhi,3438,1,1092,56,3439,25.46841443,0.039264321,8.59445833,0.337455571,31.75341669,1.628380343,16787941,0.020484942,16784502,-0.000744729,1,9082493.939
30-Apr-20,Jharkhand,107,0,19,3,107,0.7924165,1.261962617,16.8880236,21.31205446,17.75700935,2.803738318,32988134,0.000324359,32988027,-6.06E-06,1,23091810.04
30-Apr-20,Maharashtra,9912,3,1593,432,9915,73.42812708,0.013618759,57.5291825,0.783476098,16.06656581,4.357034796,112374333,0.008823189,112364418,-0.000531304,1,89320715.07
01-May-20,Assam,42,0,29,1,42,0.29648454,3.372857143,15.9754566,53.8829329,69.04761905,2.380952381,31205576,0.000134591,31205534,0,0,31205534
01-May-20,Delhi,3514,1,1094,59,3515,24.81293237,0.040301565,8.59445833,0.346370119,31.12375533,1.678520626,16787941,0.020937648,16784426,-0.000452799,1,9250602.836
01-May-20,Jharkhand,111,0,20,3,111,0.783566286,1.276216216,16.8880236,21.55276958,18.01801802,2.702702703,32988134,0.000336485,32988023,-1.21E-05,1,22785959.99
01-May-20,Maharashtra,10495,3,1773,459,10498,74.1070168,0.013493999,57.5291825,0.776298723,16.88893122,4.372261383,112374333,0.009341991,112363835,-0.000518848,1,89391673.12
02-May-20,Assam,43,0,32,1,43,0.279257046,3.580930233,15.9754566,57.20699552,74.41860465,2.325581395,31205576,0.000137796,31205533,-3.20E-06,1,20299483.02
02-May-20,Delhi,3737,1,1167,61,3738,24.27587998,0.041193151,8.59445833,0.354032823,31.21990369,1.631888711,16787941,0.022265982,16784203,-0.001328613,2,4927660.719
02-May-20,Jharkhand,111,0,20,3,111,0.720872841,1.387207207,16.8880236,23.42718805,18.01801802,2.702702703,32988134,0.000336485,32988023,0,0,32988023
02-May-20,Maharashtra,11503,3,1879,485,11506,74.72399013,0.013382583,57.5291825,0.76988906,16.33061012,4.215192074,112374333,0.010238993,112362827,-0.000897086,1,88632273.21
03-May-20,Assam,43,0,32,1,43,0.259411197,3.854883721,15.9754566,61.58352758,74.41860465,2.325581395,31205576,0.000137796,31205533,0,0,31205533
03-May-20,Delhi,4121,1,1256,64,4122,24.86727799,0.040213489,8.59445833,0.345613152,30.47064532,1.552644347,16787941,0.024553339,16783819,-0.002287866,3,2430817.856
03-May-20,Jharkhand,115,0,22,3,115,0.693774131,1.441391304,16.8880236,24.34225036,19.13043478,2.608695652,32988134,0.00034861,32988019,-1.21E-05,1,22484160.91
03-May-20,Maharashtra,12293,3,2000,521,12296,74.17953668,0.013480807,57.5291825,0.775539793,16.26545218,4.237150293,112374333,0.010942,112362037,-0.000703079,1,88740683.99
04-May-20,Assam,43,0,32,1,43,0.243198914,4.111860465,15.9754566,65.68884841,74.41860465,2.325581395,31205576,0.000137796,31205533,0,0,31205533
04-May-20,Delhi,4548,1,1362,64,4549,25.7281828,0.038867883,8.59445833,0.334048401,29.9406463,1.406902616,16787941,0.027096831,16783392,-0.002544117,3,1989823.768
04-May-20,Jharkhand,115,0,22,3,115,0.650415701,1.537478261,16.8880236,25.96496915,19.13043478,2.608695652,32988134,0.00034861,32988019,0,0,32988019
04-May-20,Maharashtra,12971,3,2115,548,12974,73.37820259,0.013628025,57.5291825,0.784009154,16.30183444,4.22383228,112374333,0.011545341,112361359,-0.000603407,1,88674137.35
05-May-20,Assam,43,0,32,1,43,0.21942134,4.55744186,15.9754566,72.80721465,74.41860465,2.325581395,31205576,0.000137796,31205533,0,0,31205533
05-May-20,Delhi,4897,1,1431,64,4898,24.99362147,0.040010208,8.59445833,0.343866068,29.21600653,1.306655778,16787941,0.029175704,16783043,-0.002079437,3,1689498.149
05-May-20,Jharkhand,115,0,27,3,115,0.586824514,1.704086957,16.8880236,28.77866074,23.47826087,2.608695652,32988134,0.00034861,32988019,0,0,32988019
05-May-20,Maharashtra,14538,3,2465,583,14541,74.20013267,0.013477065,57.5291825,0.775324523,16.95206657,4.009352864,112374333,0.012939788,112359792,-0.001394608,2,68229193.59
06-May-20,Assam,43,0,32,1,43,0.206760591,4.836511628,15.9754566,77.26548161,74.41860465,2.325581395,31205576,0.000137796,31205533,0,0,31205533
06-May-20,Delhi,5103,1,1468,64,5104,24.54200125,0.040746473,8.59445833,0.350193867,28.76175549,1.253918495,16787941,0.030402775,16782837,-0.001227429,2,3405380.758
06-May-20,Jharkhand,125,0,33,3,125,0.601048228,1.66376,16.8880236,28.09761814,26.4,2.4,32988134,0.000378924,32988009,-3.03E-05,1,21747035.84
06-May-20,Maharashtra,15522,3,2819,617,15525,74.65018993,0.013395813,57.5291825,0.770650183,18.15780998,3.974235105,112374333,0.013815432,112358808,-0.000875758,1,87363418.98
07-May-20,Assam,45,0,32,1,45,0.200338349,4.991555556,15.9754566,79.74237914,71.11111111,2.222222222,31205576,0.000144205,31205531,-6.41E-06,1,19897525.05
07-May-20,Delhi,5531,1,1542,65,5532,24.62826106,0.04060376,8.59445833,0.348967323,27.87418655,1.174981923,16787941,0.032952224,16782409,-0.002550224,3,1306171.69
07-May-20,Jharkhand,127,0,37,3,127,0.565399341,1.768661417,16.8880236,29.86919576,29.13385827,2.362204724,32988134,0.000384987,32988007,-6.06E-06,1,21602536.49
07-May-20,Maharashtra,16755,3,3094,651,16758,74.60600125,0.013403747,57.5291825,0.771106634,18.46282373,3.884711779,112374333,0.014912658,112357575,-0.001097377,2,67144546.76
08-May-20,Assam,54,0,34,1,54,0.223695112,4.47037037,15.9754566,71.41620784,62.96296296,1.851851852,31205576,0.000173046,31205522,-2.88E-05,1,18184963.41
08-May-20,Delhi,5979,1,1931,66,5980,24.77216239,0.040367893,8.59445833,0.346940174,32.2909699,1.10367893,16787941,0.035620807,16781961,-0.002669462,3,1107519.402
08-May-20,Jharkhand,132,0,41,3,132,0.546810273,1.828787879,16.8880236,30.88461286,31.06060606,2.272727273,32988134,0.000400144,32988002,-1.52E-05,1,21245474.75
08-May-20,Maharashtra,17971,3,3301,694,17974,74.45733223,0.013430511,57.5291825,0.772646303,18.36541671,3.861132747,112374333,0.015994756,112356359,-0.001082259,2,66933051.47
09-May-20,Assam,59,0,34,1,59,0.230721101,4.334237288,15.9754566,69.24141969,57.62711864,1.694915254,31205576,0.000189069,31205517,-1.60E-05,1,17298069.51
09-May-20,Delhi,6317,1,2020,68,6318,24.70671046,0.040474834,8.59445833,0.347859273,31.97214308,1.076289965,16787941,0.037634157,16781623,-0.002014067,3,1033479.72
09-May-20,Jharkhand,132,0,52,3,132,0.516189582,1.937272727,16.8880236,32.71670754,39.39393939,2.272727273,32988134,0.000400144,32988002,0,0,32988002
09-May-20,Maharashtra,19060,3,3470,731,19063,74.54637885,0.013414468,57.5291825,0.771723367,18.20280124,3.834653517,112374333,0.016963838,112355270,-0.000969238,1,86564184.03
10-May-20,Assam,63,0,34,2,63,0.233428434,4.283968254,15.9754566,68.43834892,53.96825397,3.174603175,31205576,0.000201887,31205513,-1.28E-05,1,22773436.2
10-May-20,Delhi,6541,1,2020,73,6542,24.23950498,0.041254968,8.59445833,0.354564103,30.87740752,1.115866707,16787941,0.038968448,16781399,-0.001334793,2,2795308.015
10-May-20,Jharkhand,156,0,78,3,156,0.578013265,1.730064103,16.8880236,29.21736339,50,1.923076923,32988134,0.000472897,32987978,-7.28E-05,1,19612030.76
10-May-20,Maharashtra,20225,3,3800,779,20228,74.94905332,0.013342397,57.5291825,0.767577174,18.78584141,3.851097489,112374333,0.018000552,112354105,-0.00103689,2,66841427.34
11-May-20,Assam,63,0,34,2,63,0.214914375,4.653015873,15.9754566,74.33405314,53.96825397,3.174603175,31205576,0.000201887,31205513,0,0,31205513
11-May-20,Delhi,6922,1,2069,73,6923,23.61670192,0.042342915,8.59445833,0.363914418,29.88588762,1.054456161,16787941,0.041237934,16781018,-0.002270371,3,975485.3612
11-May-20,Jharkhand,157,0,78,3,157,0.535580269,1.867133758,16.8880236,31.53219897,49.68152866,1.910828025,32988134,0.000475929,32987977,-3.03E-06,1,19546765.56
11-May-20,Maharashtra,22168,3,4199,832,22171,75.63280344,0.013221776,57.5291825,0.760637976,18.93915475,3.752649858,112374333,0.019729594,112352162,-0.001729354,2,65935798.01
12-May-20,Assam,65,0,34,2,65,0.210635471,4.747538462,15.9754566,75.84409465,52.30769231,3.076923077,31205576,0.000208296,31205511,-6.41E-06,1,22546835.28
12-May-20,Delhi,7232,1,2129,73,7233,23.43886711,0.042664178,8.59445833,0.366675501,29.43453615,1.0092631,16787941,0.043084497,16780708,-0.001847325,2,2313094.083
12-May-20,Jharkhand,160,0,78,3,160,0.518487313,1.9286875,16.8880236,32.57172002,48.75,1.875,32988134,0.000485023,32987974,-9.09E-06,1,19352270.24
12-May-20,Maharashtra,23398,3,4786,868,23401,75.83201011,0.013187043,57.5291825,0.75863982,20.45211743,3.709243195,112374333,0.02082415,112350932,-0.001094772,2,65525130.82
13-May-20,Assam,65,0,39,2,65,0.201219701,4.969692308,15.9754566,79.39310378,60,3.076923077,31205576,0.000208296,31205511,0,0,31205511
13-May-20,Delhi,7638,1,2512,86,7639,23.64795839,0.042286949,8.59445833,0.363433417,32.88388533,1.125801807,16787941,0.0455029,16780302,-0.002419445,3,1168169.808
13-May-20,Jharkhand,172,0,79,3,172,0.532458286,1.878081395,16.8880236,31.71708293,45.93023256,1.744186047,32988134,0.0005214,32987962,-3.64E-05,1,18593450.11
13-May-20,Maharashtra,24424,3,5125,921,24427,75.61836362,0.013224301,57.5291825,0.760783224,20.98088181,3.77041798,112374333,0.02173717,112349906,-0.00091321,1,86176332.74
14-May-20,Assam,80,0,39,2,80,0.234102947,4.271625,15.9754566,68.2411598,48.75,2.5,31205576,0.000256364,31205496,-4.81E-05,1,20917669.52
14-May-20,Delhi,7997,1,2858,106,7998,23.4044421,0.042726932,8.59445833,0.367214834,35.73393348,1.325331333,16787941,0.04764134,16779943,-0.002139413,3,1744729.272
14-May-20,Jharkhand,173,0,79,3,173,0.506247622,1.975317919,16.8880236,33.35921563,45.66473988,1.734104046,32988134,0.000524431,32987961,-3.03E-06,1,18531574.56
14-May-20,Maharashtra,25919,3,5547,975,25922,75.85520733,0.013183011,57.5291825,0.758407821,21.39881182,3.761283852,112374333,0.023067545,112348411,-0.001330664,2,66014309.03
15-May-20,Assam,87,0,39,2,87,0.239814764,4.169885057,15.9754566,66.61581776,44.82758621,2.298850575,31205576,0.000278796,31205489,-2.24E-05,1,20198210.45
15-May-20,Delhi,8469,1,3045,115,8470,23.34748332,0.042831169,8.59445833,0.368110696,35.95041322,1.357733176,16787941,0.050452882,16779471,-0.002812882,3,1841519.337
15-May-20,Jharkhand,197,0,87,3,197,0.543028833,1.841522843,16.8880236,31.09968123,44.16243655,1.52284264,32988134,0.000597184,32987937,-7.28E-05,1,17106786.95
15-May-20,Maharashtra,27521,3,6059,1019,27524,75.86967308,0.013180497,57.5291825,0.758263219,22.01351548,3.702223514,112374333,0.024493138,112346809,-0.001425921,2,65455773.31
16-May-20,Assam,90,0,41,2,90,0.235060593,4.254222222,15.9754566,67.96314248,45.55555556,2.222222222,31205576,0.00028841,31205486,-9.61E-06,1,19897496.36
16-May-20,Delhi,8894,1,3518,123,8895,23.23182198,0.043044407,8.59445833,0.369943362,39.55030916,1.382799325,16787941,0.052984461,16779046,-0.002532857,3,1916726.245
16-May-20,Jharkhand,203,0,87,3,203,0.530192227,1.886108374,16.8880236,31.85264274,42.85714286,1.477832512,32988134,0.000615373,32987931,-1.82E-05,1,16768046.82
16-May-20,Maharashtra,29097,3,6564,1068,29100,76.0029252,0.013157388,57.5291825,0.756933794,22.55670103,3.670103093,112374333,0.025895593,112345233,-0.001402799,2,65146120.05
17-May-20,Assam,92,0,41,2,92,0.228016259,4.385652174,15.9754566,70.06279597,44.56521739,2.173913043,31205576,0.000294819,31205484,-6.41E-06,1,19699511.7
17-May-20,Delhi,9332,1,3926,129,9333,23.13125805,0.043231544,8.59445833,0.371551703,42.06578806,1.382192221,16787941,0.055593476,16778608,-0.002610399,3,1914850.641
17-May-20,Jharkhand,217,0,113,3,217,0.537820958,1.859354839,16.8880236,31.4008284,52.07373272,1.382488479,32988134,0.000657812,32987917,-4.24E-05,1,16003508.98
17-May-20,Maharashtra,30703,3,7088,1135,30706,76.10290473,0.013140103,57.5291825,0.755939379,23.08343646,3.696345991,112374333,0.027324745,112343627,-0.001429522,2,65397719.16
18-May-20,Assam,101,0,41,2,101,0.232552785,4.30009901,15.9754566,68.69604511,40.59405941,1.98019802,31205576,0.00032366,31205475,-2.88E-05,1,18832678.15
18-May-20,Delhi,10053,1,4485,160,10054,23.14936336,0.043197732,8.59445833,0.37126111,44.6091108,1.591406405,16787941,0.059888226,16777887,-0.004297138,5,724833.5538
18-May-20,Jharkhand,223,0,113,3,223,0.513458129,1.947578475,16.8880236,32.89075125,50.67264574,1.34529148,32988134,0.000676001,32987911,-1.82E-05,1,15686615.42
18-May-20,Maharashtra,33050,3,7688,1198,33053,76.10462573,0.013139806,57.5291825,0.755922284,23.25961335,3.624481893,112374333,0.0294133,112341280,-0.002089126,3,49098911.9
19-May-20,Assam,107,0,41,2,107,0.235464988,4.246915888,15.9754566,67.84642045,38.31775701,1.869158879,31205576,0.000342887,31205469,-1.92E-05,1,18276084.88
19-May-20,Delhi,10053,1,4485,168,10054,22.12490647,0.045197931,8.59445833,0.388451736,44.6091108,1.670976726,16787941,0.059888226,16777887,0,0,16777887
19-May-20,Jharkhand,223,0,113,3,223,0.490735443,2.037757848,16.8880236,34.41370262,50.67264574,1.34529148,32988134,0.000676001,32987911,0,0,32987911
19-May-20,Maharashtra,35055,3,8437,1249,35058,77.14889309,0.012961949,57.5291825,0.745690316,24.06583376,3.562667579,112374333,0.031197516,112339275,-0.00178474,2,64080905.39
20-May-20,Assam,142,0,41,4,142,0.295445561,3.38471831,15.9754566,54.07242046,28.87323944,2.816901408,31205576,0.000455047,31205434,-0.00011216,1,21880421.6
20-May-20,Delhi,10553,1,4750,168,10554,21.95867923,0.04554008,8.59445833,0.391392316,45.00663256,1.59181353,16787941,0.062866554,16777387,-0.002980113,3,2548204.797
20-May-20,Jharkhand,231,0,127,3,231,0.480619187,2.080649351,16.8880236,35.13805534,54.97835498,1.298701299,32988134,0.000700252,32987903,-2.43E-05,1,15273830.19
20-May-20,Maharashtra,37133,3,9639,1325,37136,77.26525602,0.012942428,57.5291825,0.744567293,25.95594571,3.567966394,112374333,0.033046692,112337197,-0.001849754,2,64133165.95
21-May-20,Assam,170,0,48,4,170,0.33473792,2.987411765,15.9754566,47.72526699,28.23529412,2.352941176,31205576,0.000544774,31205406,-8.97E-05,1,20401151.57
21-May-20,Delhi,11087,1,5192,176,11088,21.83278856,0.04580267,8.59445833,0.393649135,46.82539683,1.587301587,16787941,0.066047409,16776853,-0.003182856,4,1349858.994
21-May-20,Jharkhand,231,0,127,3,231,0.454849762,2.198528139,16.8880236,37.12879509,54.97835498,1.298701299,32988134,0.000700252,32987903,0,0,32987903
21-May-20,Maharashtra,39294,3,10318,1390,39297,77.37762375,0.012923633,57.5291825,0.743486033,26.25645724,3.537165687,112374333,0.034969729,112335036,-0.001923673,2,63819662.88
22-May-20,Assam,203,0,54,4,203,0.377365505,2.649950739,15.9754566,42.33417302,26.60098522,1.97044335,31205576,0.000650525,31205373,-0.000105751,1,18785593.85
22-May-20,Delhi,11658,1,5567,194,11659,21.67342083,0.046139463,8.59445833,0.396543693,47.74852046,1.663950596,16787941,0.06944866,16776282,-0.003403499,4,1515959.508
22-May-20,Jharkhand,290,0,129,3,290,0.539093579,1.854965517,16.8880236,31.32670143,44.48275862,1.034482759,32988134,0.000879104,32987844,-0.000178853,1,12546885.45
22-May-20,Maharashtra,41639,3,11726,1454,41642,77.41012009,0.012918208,57.5291825,0.743173921,28.15907017,3.491667067,112374333,0.037056505,112332691,-0.002087505,3,47573528.28
23-May-20,Assam,259,0,54,4,259,0.450685599,2.218841699,15.9754566,35.44700926,20.84942085,1.544401544,31205576,0.00082998,31205317,-0.000179456,1,16331381.41
23-May-20,Delhi,12318,1,5897,208,12319,21.43627758,0.04664989,8.59445833,0.400930539,47.86914522,1.688448738,16787941,0.073380053,16775622,-0.003934126,4,1569705.936
23-May-20,Jharkhand,308,0,136,3,308,0.535950442,1.865844156,16.8880236,31.51042014,44.15584416,0.974025974,32988134,0.000933669,32987826,-5.46E-05,1,11816205.27
23-May-20,Maharashtra,44579,3,12583,1517,44582,77.57708638,0.012890404,57.5291825,0.741574416,28.2243955,3.402718586,112374333,0.039672761,112329751,-0.002617226,3,46515740.54
24-May-20,Assam,329,0,55,4,329,0.541305385,1.847386018,15.9754566,29.51283516,16.71732523,1.215805471,31205576,0.001054299,31205247,-0.000224321,1,13709462.03
24-May-20,Delhi,12909,1,6267,231,12910,21.24088912,0.047079009,8.59445833,0.404618577,48.54376452,1.789310612,16787941,0.076900437,16775031,-0.003522969,4,1793903.004
24-May-20,Jharkhand,350,0,141,4,350,0.575856793,1.736542857,16.8880236,29.32677675,40.28571429,1.142857143,32988134,0.001060988,32987784,-0.00012732,1,13751354.26
24-May-20,Maharashtra,47187,3,13404,1577,47190,77.6419487,0.012879636,57.5291825,0.740954902,28.40432295,3.341809705,112374333,0.041993575,112327143,-0.002321736,3,45773180.85
25-May-20,Assam,378,0,55,4,378,0.586983866,1.703624339,15.9754566,27.21617668,14.55026455,1.058201058,31205576,0.001211322,31205198,-0.000157025,1,12128822.97
25-May-20,Delhi,13417,1,6540,261,13418,20.83637437,0.047992994,8.59445833,0.412473791,48.74049784,1.945148308,16787941,0.079926419,16774523,-0.00302831,4,2145693.434
25-May-20,Jharkhand,370,0,148,4,370,0.574560927,1.740459459,16.8880236,29.39292043,40,1.081081081,32988134,0.001121615,32987764,-6.06E-05,1,13080684.87
25-May-20,Maharashtra,50228,3,14600,1635,50231,78.00208084,0.012820171,57.5291825,0.737533946,29.06571639,3.254962075,112374333,0.044699709,112324102,-0.002707271,3,44688613.4
26-May-20,Assam,526,0,62,4,526,0.777807352,1.285665399,15.9754566,20.53909179,11.78707224,0.760456274,31205576,0.001685596,31205050,-0.00047428,1,8377754.684
26-May-20,Delhi,14052,1,6771,276,14053,20.78046905,0.048122109,8.59445833,0.413583462,48.18188287,1.963993453,16787941,0.083708896,16773888,-0.003785503,4,2188369.453
26-May-20,Jharkhand,377,0,148,4,377,0.557477893,1.793793103,16.8880236,30.29362026,39.25729443,1.061007958,32988134,0.001142835,32987757,-2.12E-05,1,12853761.51
26-May-20,Maharashtra,52664,3,15786,1695,52667,77.87980954,0.012840298,57.5291825,0.738691875,29.97322802,3.218334061,112374333,0.046867464,112321666,-0.002168724,3,44221340.12
26-May-20,Nagaland,3,0,0,0,3,0.004436164,225.42,1.01287901,228.3231864,0,0,1978502,0.00015163,1978499,-0.000101087,1,0
27-May-20,Assam,616,0,62,4,616,0.876631231,1.140730519,15.9754566,18.22369091,10.06493506,0.649350649,31205576,0.001974006,31204960,-0.000288415,1,6689753.689
27-May-20,Delhi,14464,1,7223,288,14465,20.58517981,0.048578638,8.59445833,0.417507081,49.93432423,1.991012789,16787941,0.086163038,16773476,-0.002456199,3,3717412.997
27-May-20,Jharkhand,426,0,175,4,426,0.606241728,1.649507042,16.8880236,27.85691386,41.07981221,0.938967136,32988134,0.001291373,32987708,-0.00014854,1,11371781.81
27-May-20,Maharashtra,54755,3,16954,1792,54758,77.92625482,0.012832645,57.5291825,0.738251603,30.96168596,3.272581175,112374333,0.048728209,112319575,-0.001861618,2,60959503.31
27-May-20,Nagaland,4,0,0,0,4,0.005692411,175.6725,1.01287901,177.9349879,0,0,1978502,0.000202173,1978498,-5.05E-05,1,0
28-May-20,Assam,781,0,87,4,781,1.063482121,0.940307298,15.9754566,15.02183844,11.13956466,0.512163892,31205576,0.002502758,31204795,-0.000528762,1,4428548.009
28-May-20,Delhi,15256,1,7264,303,15257,20.77534791,0.048133971,8.59445833,0.413685411,47.61093269,1.985973651,16787941,0.09088071,16772684,-0.00472174,5,1352689.516
28-May-20,Jharkhand,448,0,185,4,448,0.6100384,1.639241071,16.8880236,27.6835419,41.29464286,0.892857143,32988134,0.001358064,32987686,-6.67E-05,1,10763215.42
28-May-20,Maharashtra,56945,3,17918,1897,56948,77.5456848,0.012895624,57.5291825,0.741874711,31.46379153,3.331109082,112374333,0.050677053,112317385,-0.001949794,2,61616397.34
28-May-20,Nagaland,4,0,0,0,4,0.005446771,183.595,1.01287901,185.9595218,0,0,1978502,0.000202173,1978498,0,0,0
29-May-20,Assam,856,0,104,4,856,1.109239342,0.901518692,15.9754566,14.40217273,12.14953271,0.46728972,31205576,0.0027431,31204720,-0.000240348,1,3671386.439
29-May-20,Delhi,16280,1,7495,316,16281,21.09757678,0.047398808,8.59445833,0.407367084,46.03525582,1.94091272,16787941,0.096980327,16771660,-0.006105165,7,455272.0729
29-May-20,Jharkhand,469,0,212,4,469,0.607749125,1.645415778,16.8880236,27.78782049,45.20255864,0.852878465,32988134,0.001421723,32987665,-6.37E-05,1,10212716.95
29-May-20,Maharashtra,59543,3,18616,1982,59546,77.16210963,0.012959729,57.5291825,0.745562593,31.26322507,3.328519128,112374333,0.052988969,112314787,-0.002313088,3,45604382.15
29-May-20,Nagaland,18,0,0,0,18,0.023325126,42.87222222,1.01287901,43.424374,0,0,1978502,0.000909779,1978484,-0.000707607,1,0
30-May-20,Assam,1024,0,125,4,1024,1.261487668,0.792714844,15.9754566,12.66398158,12.20703125,0.390625,31205576,0.003281465,31204552,-0.00053838,1,2412259.793
30-May-20,Delhi,17385,1,7846,398,17386,21.41818809,0.04668929,8.59445833,0.401269159,45.12826412,2.289198205,16787941,0.103562432,16770555,-0.006588495,7,788033.6189
30-May-20,Jharkhand,511,0,216,5,511,0.629511913,1.58853229,16.8880236,26.8271708,42.27005871,0.978473581,32988134,0.001549042,32987623,-0.00012732,1,11871403.37
30-May-20,Maharashtra,62225,3,26997,2098,62228,76.66001429,0.01304461,57.5291825,0.750445758,43.3840072,3.371472649,112374333,0.055375635,112312105,-0.002387931,3,46129966.55
30-May-20,Nagaland,25,0,0,0,25,0.030798039,32.4696,1.01287901,32.8877763,0,0,1978502,0.001263582,1978477,-0.000353806,1,0
31-May-20,Assam,1185,0,163,4,1185,1.385948702,0.721527426,15.9754566,11.52673008,13.75527426,0.337552743,31205576,0.003797398,31204391,-0.00051595,1,1612940.363
31-May-20,Delhi,18548,1,8075,416,18549,21.69448311,0.046094668,8.59445833,0.396158705,43.53334412,2.242708502,16787941,0.110490024,16769392,-0.006934773,7,739581.6124
31-May-20,Jharkhand,563,0,256,5,563,0.658471831,1.518667851,16.8880236,25.6472985,45.47069272,0.888099467,32988134,0.001706674,32987571,-0.000157635,1,10698792.17
31-May-20,Maharashtra,65165,3,28081,2197,65168,76.21899159,0.01312009,57.5291825,0.75478803,43.09016695,3.371286521,112374333,0.05799189,112309165,-0.002617705,3,46126492.91
31-May-20,Nagaland,36,0,0,0,36,0.042104771,23.75027778,1.01287901,24.05615784,0,0,1978502,0.001819558,1978466,-0.000555983,1,0
