Date,Name of State / UT,Total Confirmed cases (Indian National),Total Confirmed cases ( Foreign National ),Cured/Discharged/Migrated,Death,Total Confirmed cases,%share of infected cases,1 / (% share of infected cases),Population Share,(Population share) / (% share of infected cases),Recovery Rate,Death Rate,Population,Infection Rate,Susceptible Population,Rate of change of susceptible population,Action,Reward
01-Jun-20,Assam,1272,0,185,4,1272,1.42243693,0.703018868,15.9754566,11.23104741,14.54402516,0.314465409,31205576,0.004076195,31204304,-0.000278807,1,1297651.427
01-Jun-20,Delhi,19843,1,8478,473,19844,22.19091072,0.045063495,8.59445833,0.387296332,42.72324128,2.383592018,16787941,0.118203894,16768097,-0.007722403,8,584615.4628
01-Jun-20,Jharkhand,610,0,256,5,610,0.682143496,1.465967213,16.8880236,24.75728889,41.96721311,0.819672131,32988134,0.00184915,32987524,-0.000142478,1,9738912.215
01-Jun-20,Maharashtra,67652,3,29329,2286,67655,75.65642333,0.013217648,57.5291825,0.760400505,43.35082403,3.378907693,112374333,0.060205029,112306678,-0.002214423,3,46218143.3
01-Jun-20,Nagaland,43,0,0,0,43,0.048085525,20.79627907,1.01287901,21.06411456,0,0,1978502,0.002173361,1978459,-0.000353809,1,0
02-Jun-20,Assam,1390,0,277,4,1390,1.495604644,0.668625899,15.9754566,10.68160404,19.92805755,0.287769784,31205576,0.004454332,31204186,-0.000378153,1,966138.8195
02-Jun-20,Delhi,20833,1,8746,523,20834,22.41685407,0.044609293,8.59445833,0.383392706,41.97945666,2.51031967,16787941,0.124100984,16767107,-0.005904069,6,1536159.096
02-Jun-20,Jharkhand,659,0,296,5,659,0.709067238,1.41030349,16.8880236,23.81723862,44.91654021,0.758725341,32988134,0.001997688,32987475,-0.000148541,1,8829760.963
02-Jun-20,Maharashtra,70010,3,30108,2362,70013,75.33220715,0.013274535,57.5291825,0.763673131,43.00344222,3.373659178,112374333,0.062303373,112304320,-0.002099608,3,46153378.35
02-Jun-20,Nagaland,43,0,0,0,43,0.046266906,21.61372093,1.01287901,21.89208426,0,0,1978502,0.002173361,1978459,0,0,0
03-Jun-20,Assam,1513,0,324,4,1513,1.56453581,0.639167217,15.9754566,10.21098814,21.41440846,0.264375413,31205576,0.004848492,31204063,-0.000394178,1,710382.5221
03-Jun-20,Delhi,22131,1,9243,556,22132,22.88586024,0.043695102,8.59445833,0.375535734,41.76305802,2.51219953,16787941,0.131832725,16765809,-0.007741347,8,694114.1868
03-Jun-20,Jharkhand,712,0,320,5,712,0.736252146,1.358230337,16.8880236,22.93782599,44.94382022,0.702247191,32988134,0.002158352,32987422,-0.000160667,1,7941691.893
03-Jun-20,Maharashtra,72297,3,31333,2465,72300,74.76268277,0.013375657,57.5291825,0.769490612,43.33748271,3.409405256,112374333,0.064338535,112302033,-0.002036431,3,46584743.78
03-Jun-20,Nagaland,49,0,0,0,49,0.050669038,19.73591837,1.01287901,19.99009746,0,0,1978502,0.002476621,1978453,-0.000303266,1,0
04-Jun-20,Assam,1672,0,413,4,1672,1.655658649,0.603989234,15.9754566,9.649003802,24.70095694,0.23923445,31205576,0.005358017,31203904,-0.000509549,1,477373.1635
04-Jun-20,Delhi,23644,1,9542,606,23645,23.41390476,0.042709664,8.59445833,0.367066426,40.35525481,2.562909706,16787941,0.140845146,16764296,-0.009024318,10,338725.9875
04-Jun-20,Jharkhand,752,0,321,5,752,0.744650302,1.342912234,16.8880236,22.6791335,42.68617021,0.664893617,32988134,0.002279608,32987382,-0.000121258,1,7331096.714
04-Jun-20,Maharashtra,74857,3,32329,2587,74860,74.12835315,0.013490115,57.5291825,0.776075281,43.1859471,3.45578413,112374333,0.066616636,112299473,-0.002279567,3,47137053.45
04-Jun-20,Nagaland,58,0,0,0,58,0.057433135,17.41155172,1.01287901,17.63579527,0,0,1978502,0.002931511,1978444,-0.000454901,1,0
05-Jun-20,Assam,1988,0,442,4,1988,1.881542335,0.531478873,15.9754566,8.490617673,22.2334004,0.201207244,31205576,0.006370656,31203588,-0.001012694,2,1504.240912
05-Jun-20,Delhi,25003,1,9898,650,25004,23.66503246,0.042256439,8.59445833,0.363171204,39.58566629,2.599584067,16787941,0.148940242,16762937,-0.008106514,9,525753.9303
05-Jun-20,Jharkhand,793,0,354,6,793,0.750534744,1.332383354,16.8880236,22.50132153,44.6406053,0.756620429,32988134,0.002403895,32987341,-0.00012429,1,8797408.73
05-Jun-20,Maharashtra,77790,3,33681,2710,77793,73.62717447,0.013581942,57.5291825,0.78135801,43.29566928,3.483603923,112374333,0.069226662,112296540,-0.002611766,3,47463734.21
05-Jun-20,Nagaland,80,0,0,0,80,0.075715989,13.20725,1.01287901,13.3773463,0,0,1978502,0.004043463,1978422,-0.001111985,2,0
06-Jun-20,Assam,2153,0,498,4,2153,1.962786373,0.509479796,15.9754566,8.139172364,23.13051556,0.185787274,31205576,0.006899408,31203423,-0.000528785,1,143420.818
06-Jun-20,Delhi,26333,1,10315,708,26334,24.00743908,0.041653756,8.59445833,0.357991467,39.16989443,2.688539531,16787941,0.156862596,16761607,-0.00793417,8,855129.5967
06-Jun-20,Jharkhand,881,0,410,7,881,0.803165255,1.24507378,16.8880236,21.02683538,46.53802497,0.794551646,32988134,0.002670657,32987253,-0.000266769,1,9370343.787
06-Jun-20,Maharashtra,80226,3,35156,2849,80229,73.14091402,0.013672238,57.5291825,0.786552688,43.81956649,3.551085019,112374333,0.071394417,112294104,-0.002169257,3,48245817.65
06-Jun-20,Nagaland,94,0,0,0,94,0.085695271,11.66925532,1.01287901,11.81954378,0,0,1978502,0.004751069,1978408,-0.000707635,1,0
07-Jun-20,Assam,2397,0,547,4,2397,2.100310183,0.47612015,15.9754566,7.606236796,22.82019191,0.166875261,31205576,0.00768132,31203179,-0.000781965,1,77927.21647
07-Jun-20,Delhi,27653,1,10664,761,27654,24.23111298,0.041269256,8.59445833,0.354686899,38.56223331,2.751862298,16787941,0.164725382,16760287,-0.00787514,8,915660.1586
07-Jun-20,Jharkhand,1000,0,473,7,1000,0.876224524,1.14126,16.8880236,19.27362581,47.3,0.7,32988134,0.003031393,32987134,-0.000360745,1,7905400.852
07-Jun-20,Maharashtra,82965,3,37390,2969,82968,72.69859629,0.013755424,57.5291825,0.791338285,45.06556745,3.578488092,112374333,0.073831806,112291365,-0.002439131,3,48557763.55
07-Jun-20,Nagaland,107,0,0,0,107,0.093756024,10.66598131,1.01287901,10.80334859,0,0,1978502,0.005408132,1978395,-0.000657094,1,0
08-Jun-20,Assam,2565,0,615,4,2565,2.161037298,0.462740741,15.9754566,7.392494621,23.97660819,0.155945419,31205576,0.008219685,31203011,-0.000538407,1,51201.55339
08-Jun-20,Delhi,28935,1,10999,812,28936,24.37885975,0.041019146,8.59445833,0.352537339,38.0114736,2.806192978,16787941,0.172361816,16759005,-0.007649034,8,968601.7791
08-Jun-20,Jharkhand,1099,0,490,7,1099,0.925918125,1.080009099,16.8880236,18.23921916,44.58598726,0.636942675,32988134,0.003331501,32987035,-0.000300117,1,6862793.709
08-Jun-20,Maharashtra,85972,3,39314,3060,85975,72.43476869,0.013805525,57.5291825,0.794220559,45.72724629,3.559174179,112374333,0.076507684,112288358,-0.002677855,3,48336067.97
08-Jun-20,Nagaland,118,0,8,0,118,0.099416141,10.05872881,1.01287901,10.18827528,6.779661017,0,1978502,0.005964108,1978384,-0.000556006,1,0
09-Jun-20,Assam,2776,0,665,4,2776,2.263793975,0.441736311,15.9754566,7.056939269,23.95533141,0.144092219,31205576,0.008895846,31202800,-0.000676217,1,30212.72256
09-Jun-20,Delhi,29942,1,11357,874,29943,24.4181495,0.040953144,8.59445833,0.351970092,37.92873126,2.918879204,16787941,0.178360169,16757998,-0.00600871,7,1523019.472
09-Jun-20,Jharkhand,1256,0,519,7,1256,1.024252605,0.976321656,16.8880236,16.48814317,41.32165605,0.557324841,32988134,0.00380743,32986878,-0.000475945,1,5483941.71
09-Jun-20,Maharashtra,88525,3,40975,3169,88528,72.19349893,0.013851663,57.5291825,0.796874834,46.28479125,3.579658413,112374333,0.078779555,112285805,-0.002273611,3,48568669.37
09-Jun-20,Nagaland,123,0,8,0,123,0.100304992,9.969593496,1.01287901,10.09799199,6.504065041,0,1978502,0.006216825,1978379,-0.000252732,1,0
10-Jun-20,Assam,2937,0,1085,4,2937,2.320436751,0.430953354,15.9754566,6.8846766,36.94245829,0.136193395,31205576,0.009411779,31202639,-0.000515979,1,20201.52252
10-Jun-20,Delhi,31308,1,11861,905,31309,24.73631401,0.040426395,8.59445833,0.347442967,37.88367562,2.890542655,16787941,0.186496962,16756632,-0.008151332,9,744674.4841
10-Jun-20,Jharkhand,1411,0,559,8,1411,1.114789328,0.897030475,16.8880236,15.14907183,39.6172927,0.566973778,32988134,0.004277296,32986723,-0.000469884,1,5653954.144
10-Jun-20,Maharashtra,90784,3,42638,3289,90787,71.72812098,0.013941533,57.5291825,0.802045024,46.96487383,3.622765374,112374333,0.080789801,112283546,-0.00201183,3,49054437.31
10-Jun-20,Nagaland,127,0,10,0,127,0.10033894,9.966220472,1.01287901,10.09457553,7.874015748,0,1978502,0.006418998,1978375,-0.000202186,1,0
11-Jun-20,Assam,3092,0,1249,4,3092,2.350258437,0.425485123,15.9754566,6.797319115,40.39456662,0.129366106,31205576,0.009908486,31202484,-0.000496753,1,13711.74797
11-Jun-20,Delhi,32809,1,12245,984,32810,24.93919124,0.040097531,8.59445833,0.344616561,37.32093874,2.999085645,16787941,0.195437904,16755131,-0.008957647,9,833426.2241
11-Jun-20,Jharkhand,1489,0,592,8,1489,1.13180298,0.883546004,16.8880236,14.92134577,39.758227,0.537273338,32988134,0.004513744,32986645,-0.000236459,1,5128702.91
11-Jun-20,Maharashtra,94038,3,44517,3438,94041,71.48145333,0.013989643,57.5291825,0.804812715,47.33786327,3.655852235,112374333,0.08368548,112280292,-0.00289802,3,49422029.1
11-Jun-20,Nagaland,128,0,22,0,128,0.09729401,10.278125,1.01287901,10.41049707,17.1875,0,1978502,0.006469541,1978374,-5.05E-05,1,0
12-Jun-20,Assam,3319,0,1432,6,3319,2.415909041,0.413922868,15.9754566,6.612606819,43.14552576,0.180777343,31205576,0.01063592,31202257,-0.000727506,1,123541.7379
12-Jun-20,Delhi,34686,1,12731,1085,34687,25.24876075,0.039605904,8.59445833,0.340391294,36.70251103,3.127973016,16787941,0.206618548,16753254,-0.011202538,12,361404.4014
12-Jun-20,Jharkhand,1599,0,630,8,1599,1.163916408,0.85916823,16.8880236,14.50965335,39.39962477,0.500312695,32988134,0.004847197,32986535,-0.000333468,1,4469825.841
12-Jun-20,Maharashtra,97645,3,46078,3590,97648,71.07824226,0.014069003,57.5291825,0.809378238,47.18785843,3.676470588,112374333,0.086895288,112276685,-0.003212496,4,37824847.45
12-Jun-20,Nagaland,128,0,22,0,128,0.093171545,10.73289063,1.01287901,10.87111963,17.1875,0,1978502,0.006469541,1978374,0,0,0
13-Jun-20,Assam,3498,0,1537,8,3498,2.442123489,0.409479703,15.9754566,6.541625219,43.93939394,0.228702116,31205576,0.011209535,31202078,-0.000573676,1,393759.3689
13-Jun-20,Delhi,36823,1,13398,1214,36824,25.70862074,0.038897458,8.59445833,0.334302584,36.38388008,3.296762981,16787941,0.219347924,16751117,-0.012755731,13,324718.3782
13-Jun-20,Jharkhand,1617,0,672,8,1617,1.128906141,0.885813234,16.8880236,14.95963481,41.55844156,0.494743352,32988134,0.004901763,32986517,-5.46E-05,1,4370375.371
13-Jun-20,Maharashtra,101138,3,47796,3717,101141,70.61143847,0.014162011,57.5291825,0.814728941,47.25679991,3.67506748,112374333,0.090003649,112273192,-0.003111064,4,37807962.43
13-Jun-20,Nagaland,156,0,49,0,156,0.108911168,9.181794872,1.01287901,9.3000473,31.41025641,0,1978502,0.007884753,1978346,-0.001415304,2,0
14-Jun-20,Assam,3718,0,1584,8,3718,2.493327432,0.401070468,15.9754566,6.407283855,42.6035503,0.215169446,31205576,0.011914537,31201858,-0.000705081,1,299086.5285
14-Jun-20,Delhi,38957,1,14945,1271,38958,26.12561864,0.038276606,8.59445833,0.328966692,38.36182556,3.262487807,16787941,0.232059429,16748983,-0.012739449,13,311501.3267
14-Jun-20,Jharkhand,1711,0,816,8,1711,1.147413458,0.871525424,16.8880236,14.71834192,47.69140853,0.467562829,32988134,0.005186714,32986423,-0.000284965,1,3885866.723
14-Jun-20,Maharashtra,104565,3,49346,3830,104568,70.12433107,0.014260386,57.5291825,0.820388325,47.19034504,3.662688394,112374333,0.093053278,112269765,-0.003052376,4,37667987.53
14-Jun-20,Nagaland,163,0,76,0,163,0.109309406,9.148343558,1.01287901,9.266165166,46.62576687,0,1978502,0.008238556,1978339,-0.000353831,1,0
15-Jun-20,Assam,4049,0,1960,8,4049,2.610540161,0.383062485,15.9754566,6.119598097,48.40701408,0.197579649,31205576,0.012975245,31201527,-0.001060834,2,1253.227595
15-Jun-20,Delhi,41181,1,15823,1327,41182,26.55155962,0.037662571,8.59445833,0.323689397,38.42212617,3.222281579,16787941,0.245307033,16746759,-0.013278418,14,217285.569
15-Jun-20,Jharkhand,1745,0,905,8,1745,1.125066086,0.888836676,16.8880236,15.01069476,51.86246418,0.458452722,32988134,0.005289781,32986389,-0.000103073,1,3724173.774
15-Jun-20,Maharashtra,107955,3,50978,3950,107958,69.60451832,0.014366883,57.5291825,0.826515058,47.22021527,3.658830286,112374333,0.096069981,112266375,-0.003019513,4,37623498.91
15-Jun-20,Nagaland,168,0,88,0,168,0.108315818,9.232261905,1.01287901,9.351164298,52.38095238,0,1978502,0.008491273,1978334,-0.000252737,1,0
16-Jun-20,Assam,4158,0,2166,8,4158,2.60410469,0.384009139,15.9754566,6.134721334,52.09235209,0.192400192,31205576,0.013324542,31201418,-0.000349342,1,172555.4805
16-Jun-20,Delhi,42828,1,16427,1400,42829,26.82328037,0.037281048,8.59445833,0.320410413,38.35485302,3.268813187,16787941,0.255117647,16745112,-0.009834739,10,785756.8455
16-Jun-20,Jharkhand,1763,0,905,8,1763,1.104145399,0.905677822,16.8880236,15.29510843,51.33295519,0.45377198,32988134,0.005344346,32986371,-5.46E-05,1,3641313.536
16-Jun-20,Maharashtra,110741,3,56049,4128,110744,69.3576166,0.014418027,57.5291825,0.829457316,50.6113198,3.727515712,112374333,0.098549195,112263589,-0.002481598,3,50200450.36
16-Jun-20,Nagaland,177,0,92,0,177,0.110852941,9.020960452,1.01287901,9.137141492,51.97740113,0,1978502,0.008946162,1978325,-0.000454928,1,0
17-Jun-20,Assam,4319,0,2166,8,4319,2.626010823,0.380805742,15.9754566,6.083545605,50.1504978,0.185228062,31205576,0.013840475,31201257,-0.000516002,1,141099.2664
17-Jun-20,Delhi,44687,1,16500,1837,44688,27.17091263,0.036804064,8.59445833,0.316310992,36.9226638,4.110723237,16787941,0.266191071,16743253,-0.011101747,12,903753.1977
17-Jun-20,Jharkhand,1839,0,1121,9,1839,1.118137046,0.894344753,16.8880236,15.10371529,60.95704187,0.489396411,32988134,0.005574732,32986295,-0.000230398,1,4274891.998
17-Jun-20,Maharashtra,113442,3,57851,5537,113445,68.97610506,0.014497774,57.5291825,0.834045101,50.99475517,4.880779232,112374333,0.100952768,112260888,-0.002405945,3,60713711.9
17-Jun-20,Nagaland,179,0,92,0,179,0.108834438,9.188268156,1.01287901,9.306603954,51.39664804,0,1978502,0.009047249,1978323,-0.000101096,1,0
18-Jun-20,Assam,4605,0,2642,8,4605,2.700135447,0.370351792,15.9754566,5.916538972,57.37242128,0.173724213,31205576,0.014756978,31200971,-0.00091663,1,98687.12591
18-Jun-20,Delhi,47101,1,17457,1904,47102,27.61819323,0.036208017,8.59445833,0.31118829,37.0621205,4.042291198,16787941,0.28057044,16740839,-0.014417748,15,409460.179
18-Jun-20,Jharkhand,1895,0,1151,10,1895,1.111130656,0.899984169,16.8880236,15.19895388,60.73878628,0.527704486,32988134,0.00574449,32986239,-0.000169767,1,4958436.535
18-Jun-20,Maharashtra,116749,3,59166,5651,116752,68.45737539,0.01460763,57.5291825,0.840365003,50.67664794,4.840174044,112374333,0.103895611,112257581,-0.002945817,3,60399669.83
18-Jun-20,Nagaland,193,0,103,0,193,0.113165286,8.836632124,1.01287901,8.950439198,53.36787565,0,1978502,0.009754855,1978309,-0.00070767,1,0
19-Jun-20,Assam,4777,0,2654,9,4777,2.693194567,0.371306259,15.9754566,5.931787028,55.55788152,0.188402763,31205576,0.015308162,31200799,-0.000551265,1,154535.0912
19-Jun-20,Delhi,49978,1,21341,1969,49979,28.17734379,0.035489506,8.59445833,0.305013077,42.69993397,3.939654655,16787941,0.297707742,16737962,-0.017185519,18,173557.022
19-Jun-20,Jharkhand,1920,0,1198,11,1920,1.082464637,0.923817708,16.8880236,15.60145526,62.39583333,0.572916667,32988134,0.005820275,32986214,-7.58E-05,1,5758259.001
19-Jun-20,Maharashtra,120501,3,60838,5751,120504,67.93818676,0.014719262,57.5291825,0.846787135,50.48629091,4.772455686,112374333,0.107234452,112253829,-0.003342313,4,48551238.57
19-Jun-20,Nagaland,193,0,103,0,193,0.108810247,9.190310881,1.01287901,9.308672987,53.36787565,0,1978502,0.009754855,1978309,0,0,0
20-Jun-20,Assam,4904,0,3039,9,4904,2.657792905,0.376252039,15.9754566,6.010798122,61.96982055,0.183523654,31205576,0.01571514,31200672,-0.000407041,1,134196.6174
20-Jun-20,Delhi,53115,1,23569,2035,53116,28.78697551,0.034737932,8.59445833,0.29855371,44.37269373,3.831237292,16787941,0.316393773,16734825,-0.018741828,19,117450.121
20-Jun-20,Jharkhand,1965,0,1332,11,1965,1.06495984,0.939002545,16.8880236,15.85789713,67.78625954,0.559796438,32988134,0.005956687,32986169,-0.000136421,1,5527439.659
20-Jun-20,Maharashtra,124328,3,62773,5893,124331,67.38296281,0.014840547,57.5291825,0.853764514,50.48861507,4.739767234,112374333,0.110640034,112250002,-0.003409238,4,48269758.45
20-Jun-20,Nagaland,198,0,125,0,198,0.107308931,9.318888889,1.01287901,9.438906952,63.13131313,0,1978502,0.010007571,1978304,-0.000252741,1,0
21-Jun-20,Assam,4904,0,3039,9,4904,2.553887335,0.391559951,15.9754566,6.255349004,61.96982055,0.183523654,31205576,0.01571514,31200672,0,0,31200672
21-Jun-20,Delhi,56745,1,31294,2112,56746,29.55197609,0.033838685,8.59445833,0.290825165,55.14749938,3.721848236,16787941,0.338016437,16731195,-0.021691293,22,45330.88342
21-Jun-20,Jharkhand,1965,0,1335,11,1965,1.023325574,0.977206107,16.8880236,16.50307979,67.9389313,0.559796438,32988134,0.005956687,32986169,0,0,32986169
21-Jun-20,Maharashtra,128202,3,64153,5984,128205,66.76613495,0.014977653,57.5291825,0.861652132,50.03939004,4.667524668,112374333,0.11408744,112246128,-0.003451225,4,47641714.74
21-Jun-20,Nagaland,201,0,138,0,201,0.104676051,9.553283582,1.01287901,9.676320417,68.65671642,0,1978502,0.010159201,1978301,-0.000151645,1,0
22-Jun-20,Assam,5388,0,3360,9,5388,2.700846646,0.370254269,15.9754566,5.914981001,62.36080178,0.167037862,31205576,0.017266145,31200188,-0.001551249,2,196.8813673
22-Jun-20,Delhi,59745,1,33013,2175,59746,29.94892051,0.033390185,8.59445833,0.286970555,55.25558196,3.640411074,16787941,0.355886407,16728195,-0.017930578,18,119146.5618
22-Jun-20,Jharkhand,2073,0,1406,11,2073,1.039134205,0.962339604,16.8880236,16.25201395,67.82440907,0.530631934,32988134,0.006284078,32986061,-0.00032741,1,5010519.6
22-Jun-20,Maharashtra,132072,3,65744,6170,132075,66.20533051,0.015104524,57.5291825,0.868950915,49.77777778,4.671588113,112374333,0.117531287,112242258,-0.00344778,4,47675597.44
22-Jun-20,Nagaland,211,0,141,0,211,0.105768122,9.45464455,1.01287901,9.576411011,66.82464455,0,1978502,0.010664634,1978291,-0.000505484,1,0
23-Jun-20,Assam,5586,0,3521,9,5586,2.705687465,0.369591837,15.9754566,5.904398347,63.03258145,0.161117078,31205576,0.017900647,31199990,-0.000634612,1,62897.49708
23-Jun-20,Delhi,62654,1,36602,2233,62655,30.34816472,0.032950922,8.59445833,0.283195324,58.41832256,3.563961376,16787941,0.373214321,16725286,-0.017389802,18,107137.944
23-Jun-20,Jharkhand,2137,0,1469,11,2137,1.035097407,0.966092653,16.8880236,16.31539553,68.74122602,0.51474029,32988134,0.006478087,32985997,-0.000194021,1,4727307.799
23-Jun-20,Maharashtra,135793,3,67706,6283,135796,65.77542697,0.015203246,57.5291825,0.874630316,49.85861145,4.626793131,112374333,0.120842542,112238537,-0.003315151,4,47280441.82
23-Jun-20,Nagaland,280,0,141,0,280,0.135623432,7.373357143,1.01287901,7.468318683,50.35714286,0,1978502,0.014152121,1978222,-0.003487859,4,0
24-Jun-20,Assam,5831,0,3762,9,5831,2.725301227,0.366931916,15.9754566,5.861904893,64.51723547,0.154347453,31205576,0.018685763,31199745,-0.000785257,1,47907.70276
24-Jun-20,Delhi,66601,1,39313,2301,66602,31.12853925,0.032124861,8.59445833,0.27609578,59.02675595,3.454851206,16787941,0.396725245,16721339,-0.023598999,24,16081.78689
24-Jun-20,Jharkhand,2185,0,1520,11,2185,1.021228465,0.979212815,16.8880236,16.53696912,69.56521739,0.503432494,32988134,0.006623594,32985949,-0.000145516,1,4525454.642
24-Jun-20,Maharashtra,139007,3,69631,6531,139010,64.97069518,0.015391555,57.5291825,0.885463552,50.09064096,4.698223149,112374333,0.123702625,112235323,-0.002863544,3,59267345.66
24-Jun-20,Nagaland,330,0,141,0,330,0.154235878,6.483575758,1.01287901,6.567077795,42.72727273,0,1978502,0.016679286,1978172,-0.002527522,3,0
25-Jun-20,Assam,6198,0,3958,9,6198,2.791363796,0.358247822,15.9754566,5.72317253,63.85930945,0.145208132,31205576,0.019861835,31199378,-0.001176292,2,32.54342711
25-Jun-20,Delhi,70389,1,41437,2365,70390,31.70120968,0.031544538,8.59445833,0.271108214,58.86773689,3.359852252,16787941,0.41928906,16717551,-0.022653688,23,17790.69011
25-Jun-20,Jharkhand,2207,0,1570,11,2207,0.993956098,1.006080652,16.8880236,16.9907138,71.13729044,0.498414137,32988134,0.006690284,32985927,-6.67E-05,1,4435841.685
25-Jun-20,Maharashtra,142897,3,73792,6739,142900,64.35719368,0.015538279,57.5291825,0.893904461,51.63890833,4.715885234,112374333,0.12716427,112231433,-0.003465932,4,48055954.15
25-Jun-20,Nagaland,347,0,148,0,347,0.15627674,6.398904899,1.01287901,6.481316459,42.65129683,0,1978502,0.017538522,1978155,-0.000859379,1,0
26-Jun-20,Assam,6321,0,4033,9,6321,2.74278722,0.364592628,15.9754566,5.824533701,63.8031957,0.142382534,31205576,0.020255995,31199255,-0.000394239,1,27793.88804
26-Jun-20,Delhi,73779,1,44765,2429,73780,32.01437132,0.031235972,8.59445833,0.268456258,60.67362429,3.292220114,16787941,0.439482126,16714161,-0.02027809,21,28370.14194
26-Jun-20,Jharkhand,2262,0,1605,12,2262,0.981519489,1.01882847,16.8880236,17.20599925,70.95490716,0.530503979,32988134,0.006857011,32985872,-0.000166738,1,5008213.924
26-Jun-20,Maharashtra,147738,3,77453,6931,147741,64.10728156,0.015598852,57.5291825,0.897389206,52.4248516,4.691317914,112374333,0.131472193,112226592,-0.004313408,5,38656749.23
26-Jun-20,Nagaland,355,0,160,0,355,0.154040415,6.491802817,1.01287901,6.57541081,45.07042254,0,1978502,0.017942868,1978147,-0.000404417,1,0
27-Jun-20,Assam,6607,0,4259,9,6607,2.761281047,0.362150749,15.9754566,5.785523577,64.46193431,0.136219162,31205576,0.021172498,31198969,-0.000916689,1,20227.22045
27-Jun-20,Delhi,77239,1,47091,2492,77240,32.28111822,0.030977861,8.59445833,0.266237937,60.96711548,3.226307613,16787941,0.460092158,16710701,-0.020701009,21,24898.70535
27-Jun-20,Jharkhand,2290,0,1643,12,2290,0.957065778,1.044860262,16.8880236,17.64562476,71.74672489,0.524017467,32988134,0.00694189,32985844,-8.49E-05,1,4892704.243
27-Jun-20,Maharashtra,152762,3,79815,7106,152765,63.84548194,0.015662815,57.5291825,0.901068968,52.2469152,4.651589042,112374333,0.135942965,112221568,-0.004476657,5,38304742.4
27-Jun-20,Nagaland,371,0,162,0,371,0.155053015,6.449407008,1.01287901,6.532468985,43.66576819,0,1978502,0.018751561,1978131,-0.000808838,1,0
28-Jun-20,Assam,6816,0,4500,9,6816,2.738856319,0.365115904,15.9754566,5.832893274,66.02112676,0.132042254,31205576,0.02184225,31198760,-0.000669894,1,16035.42478
28-Jun-20,Delhi,80187,1,49301,2558,80188,32.22174449,0.031034943,8.59445833,0.266728523,61.48176785,3.190003492,16787941,0.477652382,16707753,-0.01764139,18,59204.70944
28-Jun-20,Jharkhand,2339,0,1724,12,2339,0.93987455,1.063971783,16.8880236,17.96838058,73.70671227,0.513039761,32988134,0.007090428,32985795,-0.000148549,1,4696935.849
28-Jun-20,Maharashtra,159130,3,84245,7273,159133,63.94401739,0.01563868,57.5291825,0.899680453,52.93999359,4.570390805,112374333,0.141609739,112215200,-0.005674489,6,30193311.8
28-Jun-20,Nagaland,387,0,164,0,387,0.155507247,6.430568475,1.01287901,6.513387831,42.37726098,0,1978502,0.019560253,1978115,-0.000808844,1,0
29-Jun-20,Assam,7206,0,5088,10,7206,2.796404955,0.357601998,15.9754566,5.712855204,70.60782681,0.138773245,31205576,0.023092027,31198370,-0.00125005,2,17.18224285
29-Jun-20,Delhi,83076,1,52607,2623,83077,32.23937475,0.031017971,8.59445833,0.266582662,63.32318211,3.157311891,16787941,0.494861163,16704864,-0.017291374,18,55835.11556
29-Jun-20,Jharkhand,2364,0,1793,12,2364,0.91738847,1.090050761,16.8880236,18.40880298,75.84602369,0.507614213,32988134,0.007166213,32985770,-7.58E-05,1,4600091.78
