Date,Name of State / UT,Total Confirmed cases (Indian National),Total Confirmed cases ( Foreign National ),Cured/Discharged/Migrated,Death,Total Confirmed cases,%share of infected cases,1 / (% share of infected cases),Population Share,(Population share) / (% share of infected cases),Recovery Rate,Death Rate,Population,Infection Rate,Susceptible Population,Rate of change of susceptible population,Action,Reward
29-Jun-20,Maharashtra,164623,3,86575,7429,164626,63.88578436,0.015652935,57.5291825,0.900500527,52.58889847,4.512652922,112374333,0.146497866,112209707,-0.004895059,5,37053907.5
29-Jun-20,Nagaland,415,0,164,0,415,0.161047468,6.209349398,1.01287901,6.289319671,39.51807229,0,1978502,0.020975465,1978087,-0.001415489,2,0
30-Jun-20,Assam,7752,0,5333,11,7752,2.918059445,0.342693499,15.9754566,5.474685112,68.79514964,0.141898865,31205576,0.024841714,31197824,-0.001750091,2,23.60157557
30-Jun-20,Delhi,85160,1,56235,2680,85161,32.05687054,0.031194561,8.59445833,0.268100354,66.03374784,3.146980425,16787941,0.507274835,16702780,-0.012475408,13,268375.3127
30-Jun-20,Jharkhand,2426,0,1845,15,2426,0.91321107,1.095037098,16.8880236,18.49301236,76.05111294,0.618301731,32988134,0.00735416,32985708,-0.00018796,1,6545259.471
30-Jun-20,Maharashtra,169880,3,88960,7610,169883,63.94848978,0.015637586,57.5291825,0.899617531,52.36545152,4.479553575,112374333,0.151175981,112204450,-0.004684978,5,36750065.18
30-Jun-20,Nagaland,434,0,168,0,434,0.163369169,6.121105991,1.01287901,6.199939776,38.70967742,0,1978502,0.021935788,1978068,-0.000960524,1,0
01-Jul-20,Assam,8227,0,5647,12,8227,3.010278196,0.332195211,15.9754566,5.306970174,68.63984441,0.145861189,31205576,0.026363878,31197349,-0.001522542,2,34.61118987
01-Jul-20,Delhi,87359,1,58348,2742,87360,31.96522465,0.031283997,8.59445833,0.268869011,66.79029304,3.138736264,16787941,0.520373523,16700581,-0.013165473,14,193022.1435
01-Jul-20,Jharkhand,2490,0,1884,15,2490,0.911096719,1.097578313,16.8880236,18.53592846,75.6626506,0.602409639,32988134,0.007548169,32985644,-0.000194023,1,6271856.716
01-Jul-20,Maharashtra,174758,3,90911,7855,174761,63.94545129,0.015638329,57.5291825,0.899660278,52.02018757,4.494709918,112374333,0.15551683,112199572,-0.004347421,5,36887042.47
01-Jul-20,Nagaland,459,0,168,0,459,0.167949154,5.954183007,1.01287901,6.030866989,36.60130719,0,1978502,0.02319937,1978043,-0.001263859,2,0
02-Jul-20,Assam,8582,0,5851,12,8582,3.046914387,0.328200886,15.9754566,5.243159004,68.17758098,0.139827546,31205576,0.027501495,31196994,-0.001137917,2,19.15375856
02-Jul-20,Delhi,89801,1,59992,2803,89802,31.8828951,0.03136478,8.59445833,0.269563297,66.80474822,3.121311329,16787941,0.534919678,16698139,-0.014622246,15,136644.1445
02-Jul-20,Jharkhand,2521,0,1931,15,2521,0.895044415,1.117262991,16.8880236,18.86836376,76.59658866,0.595001983,32988134,0.007642142,32985613,-9.40E-05,1,6143562.767
02-Jul-20,Maharashtra,180295,3,93154,8053,180298,64.01218482,0.015622026,57.5291825,0.898722371,51.66668515,4.466494359,112374333,0.160444111,112194035,-0.004934956,5,36626926.2
02-Jul-20,Nagaland,459,0,168,0,459,0.16296128,6.136427015,1.01287901,6.21545812,36.60130719,0,1978502,0.02319937,1978043,0,0,0
03-Jul-20,Assam,9013,0,6106,12,9013,3.098326223,0.32275491,15.9754566,5.15615705,67.74658826,0.133141019,31205576,0.028882659,31196563,-0.001381543,2,9.338558209
03-Jul-20,Delhi,92174,1,63007,2864,92175,31.68625537,0.031559425,8.59445833,0.271236163,68.35584486,3.107133171,16787941,0.549054825,16695766,-0.014211164,15,133661.3252
03-Jul-20,Jharkhand,2584,0,1983,15,2584,0.888280812,1.125770124,16.8880236,19.01203242,76.74148607,0.580495356,32988134,0.00783312,32985550,-0.000190992,1,5890865.436
03-Jul-20,Maharashtra,186623,3,101172,8178,186626,64.15491287,0.015587271,57.5291825,0.896722946,54.21109599,4.382026084,112374333,0.166075291,112187707,-0.005640229,6,28529646.74
03-Jul-20,Nagaland,501,0,182,0,501,0.172224724,5.806367265,1.01287901,5.881147528,36.32734531,0,1978502,0.025322188,1978001,-0.002123311,3,0
04-Jul-20,Assam,9673,0,6349,14,9673,3.21798318,0.310753644,15.9754566,4.964431356,65.63630725,0.144732761,31205576,0.030997665,31195903,-0.002115618,3,0.031053
04-Jul-20,Delhi,94694,1,65624,2923,94695,31.50283441,0.031743175,8.59445833,0.272815399,69.30038545,3.086752204,16787941,0.564065599,16693246,-0.015093647,16,93626.90748
04-Jul-20,Jharkhand,2695,0,2001,15,2695,0.896564114,1.115369202,16.8880236,18.83638141,74.24860853,0.556586271,32988134,0.008169604,32985439,-0.000336511,1,5470661.576
04-Jul-20,Maharashtra,192987,3,104687,8376,192990,64.20330548,0.015575522,57.5291825,0.89604705,54.24477952,4.34012125,112374333,0.171738505,112181343,-0.005672636,6,28153363.69
04-Jul-20,Nagaland,539,0,228,0,539,0.179312823,5.576846011,1.01287901,5.648670267,42.30055659,0,1978502,0.027242833,1977963,-0.001921131,2,0
05-Jul-20,Assam,10668,0,6657,14,10668,3.42764608,0.291745407,15.9754566,4.660766085,62.4015748,0.131233596,31205576,0.034186198,31194908,-0.003189521,4,1.81E-06
05-Jul-20,Delhi,97199,1,68256,3004,97200,31.23052109,0.032019959,8.59445833,0.275194202,70.22222222,3.090534979,16787941,0.578987024,16690741,-0.015006069,16,94208.66939
05-Jul-20,Jharkhand,2739,0,2035,17,2739,0.880045239,1.136305221,16.8880236,19.18994939,74.29718876,0.620664476,32988134,0.008302986,32985395,-0.000133392,1,6585619.557
05-Jul-20,Maharashtra,200061,3,108082,8671,200064,64.28089476,0.015556722,57.5291825,0.89496549,54.02371241,4.334113084,112374333,0.178033537,112174269,-0.006305861,7,22308318.68
05-Jul-20,Nagaland,563,0,228,0,563,0.180892833,5.528134991,1.01287901,5.599331897,40.4973357,0,1978502,0.028455872,1977939,-0.00121337,2,0
06-Jul-20,Assam,11388,0,7125,14,11388,3.549631883,0.281719354,15.9754566,4.500595309,62.5658588,0.122936424,31205576,0.036493478,31194188,-0.002308069,3,0.000787132
06-Jul-20,Delhi,99443,1,71339,3067,99444,30.99662741,0.032261574,8.59445833,0.277270756,71.73786252,3.084147862,16787941,0.592353762,16688497,-0.01344458,14,178240.468
06-Jul-20,Jharkhand,2781,0,2045,19,2781,0.866835816,1.153621,16.8880236,19.48237867,73.53469975,0.683207479,32988134,0.008430304,32985353,-0.000127329,1,7632224.911
06-Jul-20,Maharashtra,206616,3,111740,8822,206619,64.40300229,0.015527226,57.5291825,0.893268644,54.08021528,4.269694462,112374333,0.18386672,112167714,-0.005843586,6,27515305.7
06-Jul-20,Nagaland,590,0,231,0,590,0.1839026,5.437661017,1.01287901,5.507692708,39.15254237,0,1978502,0.029820541,1977912,-0.001365057,2,0
07-Jul-20,Assam,12160,0,7882,14,12160,3.70232796,0.270100329,15.9754566,4.314976083,64.81907895,0.115131579,31205576,0.038967395,31193416,-0.00247482,3,0.000150518
07-Jul-20,Delhi,100822,1,72088,3115,100823,30.69735296,0.032576099,8.59445833,0.279973923,71.49955863,3.089572816,16787941,0.600567991,16687118,-0.008263177,9,906298.0693
07-Jul-20,Jharkhand,2847,0,2068,20,2847,0.866819713,1.153642431,16.8880236,19.48274059,72.63786442,0.702493853,32988134,0.008630376,32985287,-0.000200089,1,7945149.472
07-Jul-20,Maharashtra,211984,3,115262,9026,211987,64.54320702,0.015493497,57.5291825,0.89132823,54.37220207,4.257808262,112374333,0.188643611,112162346,-0.004785691,5,34661662.33
07-Jul-20,Nagaland,625,0,243,0,625,0.19029235,5.255072,1.01287901,5.322752125,38.88,0,1978502,0.031589556,1977877,-0.001769543,2,0
08-Jul-20,Assam,12522,0,8329,14,12522,3.725732308,0.26840361,15.9754566,4.287870217,66.51493372,0.111803226,31205576,0.040127444,31193054,-0.001160501,2,0.531067854
08-Jul-20,Delhi,102830,1,74217,3165,102831,30.59581368,0.03268421,8.59445833,0.280903081,72.17376083,3.077865624,16787941,0.612528958,16685110,-0.012033234,13,244341.2521
08-Jul-20,Jharkhand,2996,0,2104,22,2996,0.89141463,1.121812417,16.8880236,18.94519457,70.22696929,0.734312417,32988134,0.009082054,32985138,-0.000451717,1,8450612.428
08-Jul-20,Maharashtra,217118,3,118558,9250,217121,64.60108005,0.015479617,57.5291825,0.890529732,54.60457533,4.260297254,112374333,0.19321227,112157212,-0.004577294,5,34683863.11
08-Jul-20,Nagaland,625,0,243,0,625,0.185959327,5.37752,1.01287901,5.446777134,38.88,0,1978502,0.031589556,1977877,0,0,0
09-Jul-20,Assam,13336,0,8729,16,13336,3.857936744,0.259205909,15.9754566,4.140932747,65.45440912,0.119976005,31205576,0.042735952,31192240,-0.002609555,3,0.000431036
09-Jul-20,Delhi,104863,1,78199,3213,104864,30.33583374,0.032964316,8.59445833,0.283310438,74.57182637,3.063968569,16787941,0.624638841,16683077,-0.012184517,13,239675.7011
09-Jul-20,Jharkhand,3096,0,2170,22,3096,0.895633785,1.116527778,16.8880236,18.85594746,70.09043928,0.710594315,32988134,0.009385193,32985038,-0.000303167,1,8075068.378
09-Jul-20,Maharashtra,223721,3,123192,9448,223724,64.72053391,0.015451047,57.5291825,0.888886093,55.06427563,4.223060557,112374333,0.199088167,112150609,-0.005887272,6,27087494.34
09-Jul-20,Nagaland,657,0,304,0,657,0.190061821,5.261445967,1.01287901,5.329208182,46.27092846,0,1978502,0.033206941,1977845,-0.001617896,2,0
10-Jul-20,Assam,14032,0,8729,22,14032,3.945995652,0.253421465,15.9754566,4.048523619,62.20781072,0.156784493,31205576,0.044966323,31191544,-0.002231324,3,0.152759909
10-Jul-20,Delhi,107050,1,82226,3258,107051,30.10424605,0.033217905,8.59445833,0.285489905,76.81011854,3.043409216,16787941,0.637666049,16680890,-0.013109093,14,167656.0691
10-Jul-20,Jharkhand,3246,0,2208,23,3246,0.91282083,1.095505237,16.8880236,18.5009183,68.02218115,0.708564387,32988134,0.009839902,32984888,-0.000454752,1,8042541.735
10-Jul-20,Maharashtra,230596,3,127259,9667,230599,64.84768041,0.015420752,57.5291825,0.887143259,55.18627574,4.192125725,112374333,0.205206112,112143734,-0.00613015,7,21115009.53
10-Jul-20,Nagaland,673,0,304,0,673,0.189257061,5.283818722,1.01287901,5.351869076,45.17087667,0,1978502,0.034015634,1977829,-0.000808961,1,0
11-Jul-20,Assam,14600,0,9147,27,14600,3.985238241,0.250926027,15.9754566,4.00865786,62.65068493,0.184931507,31205576,0.04678651,31190976,-0.001821006,2,626.9235317
11-Jul-20,Delhi,109139,1,84694,3300,109140,29.79102066,0.033567161,8.59445833,0.28849157,77.60124611,3.023639362,16787941,0.650109504,16678801,-0.012523313,13,226430.7695
11-Jul-20,Jharkhand,3419,0,2224,23,3419,0.933255448,1.071517988,16.8880236,18.09582106,65.04825973,0.672711319,32988134,0.010364333,32984715,-0.000524483,1,7459754.71
11-Jul-20,Maharashtra,238458,3,132625,9893,238461,65.09067782,0.015363183,57.5291825,0.883831363,55.61706107,4.148686787,112374333,0.212202372,112135872,-0.007010646,8,16303670.13
11-Jul-20,Nagaland,732,0,304,0,732,0.199807835,5.004808743,1.01287901,5.069265725,41.53005464,0,1978502,0.036997688,1977770,-0.002983069,3,0
12-Jul-20,Assam,15536,0,9150,35,15536,4.116390845,0.242931256,15.9754566,3.880937744,58.89546859,0.225283213,31205576,0.049785974,31190040,-0.003000868,4,0.606640321
12-Jul-20,Delhi,110920,1,87692,3334,110921,29.38943029,0.034025838,8.59445833,0.292433649,79.05806835,3.005742826,16787941,0.66071831,16677020,-0.010678226,11,429287.104
12-Jul-20,Jharkhand,3613,0,2243,23,3613,0.957294035,1.044611126,16.8880236,17.64141736,62.08137282,0.636590091,32988134,0.010952423,32984521,-0.000588151,1,6856306.082
12-Jul-20,Maharashtra,246597,3,136985,10116,246600,65.33869609,0.015304866,57.5291825,0.88047644,55.54947283,4.102189781,112374333,0.219445129,112127733,-0.007258159,8,15950030.78
12-Jul-20,Nagaland,748,0,313,0,748,0.198188746,5.045695187,1.01287901,5.110678746,41.84491979,0,1978502,0.037806381,1977754,-0.000808992,1,0
13-Jul-20,Assam,16071,0,10426,35,16071,4.147119389,0.24113123,15.9754566,3.852181502,64.87461888,0.217783585,31205576,0.051500411,31189505,-0.001715291,2,3204.02667
13-Jul-20,Delhi,112493,1,89968,3371,112494,29.02906158,0.034448237,8.59445833,0.29606394,79.97582093,2.996604263,16787941,0.670088131,16675447,-0.009432141,10,592636.9746
13-Jul-20,Jharkhand,3756,0,2308,30,3756,0.969235295,1.031741214,16.8880236,17.42406997,61.44834931,0.798722045,32988134,0.011385912,32984378,-0.000433537,1,9431301.045
13-Jul-20,Maharashtra,254424,3,140325,10289,254427,65.65485314,0.015231167,57.5291825,0.876236558,55.15334457,4.043989042,112374333,0.226410243,112119906,-0.006980432,7,19857956.37
13-Jul-20,Nagaland,774,0,327,0,774,0.199730596,5.006744186,1.01287901,5.071226094,42.24806202,0,1978502,0.039120506,1977728,-0.001314623,2,0
14-Jul-20,Assam,16806,0,10894,36,16806,4.241657896,0.235756873,15.9754566,3.766323686,64.82208735,0.214209211,31205576,0.05385576,31188770,-0.002356562,3,25.80500983
14-Jul-20,Delhi,113739,1,91312,3411,113740,28.70678145,0.034834975,8.59445833,0.299387737,80.28134341,2.998944962,16787941,0.677510125,16674201,-0.007472064,8,1157494.629
14-Jul-20,Jharkhand,3898,0,2351,33,3898,0.983814262,1.016452027,16.8880236,17.16586581,60.31298102,0.846587994,32988134,0.01181637,32984236,-0.000430507,1,10123076.6
14-Jul-20,Maharashtra,260921,3,144507,10482,260924,65.85447726,0.015184996,57.5291825,0.873580429,55.38279346,4.017261731,112374333,0.232191812,112113409,-0.005794689,6,25177639.37
14-Jul-20,Nagaland,845,0,340,0,845,0.213269125,4.688911243,1.01287901,4.749299777,40.23668639,0,1978502,0.04270908,1977657,-0.003589978,4,0
15-Jul-20,Assam,17807,0,11416,40,17807,4.388068161,0.227890717,15.9754566,3.640658261,64.10961981,0.224630763,31205576,0.05706352,31187769,-0.003209489,4,0.576106086
15-Jul-20,Delhi,115345,1,93236,3446,115346,28.42399675,0.035181541,8.59445833,0.302366286,80.83158497,2.987533161,16787941,0.687076515,16672595,-0.009631646,10,586562.0455
15-Jul-20,Jharkhand,4091,0,2427,36,4091,1.008119663,0.991945735,16.8880236,16.75200297,59.32534833,0.879980445,32988134,0.012401429,32984043,-0.000585128,1,10587086.57
15-Jul-20,Maharashtra,267662,3,149007,10695,267665,65.95901973,0.015160929,57.5291825,0.872195838,55.66921338,3.995666225,112374333,0.238190513,112106668,-0.006012662,7,19444275.89
15-Jul-20,Nagaland,896,0,346,0,896,0.220795702,4.529073661,1.01287901,4.587403646,38.61607143,0,1978502,0.045286788,1977606,-0.002578809,3,0
16-Jul-20,Assam,18666,0,12173,46,18666,4.4814067,0.223144219,15.9754566,3.564830793,65.2148291,0.246437373,31205576,0.059816233,31186910,-0.002754285,3,161.1008819
16-Jul-20,Delhi,116992,1,95699,3487,116993,28.08813961,0.035602216,8.59445833,0.305981758,81.79891105,2.980520202,16787941,0.696887129,16670948,-0.009878486,10,581903.0361
16-Jul-20,Jharkhand,4320,0,2485,38,4320,1.037162592,0.964168982,16.8880236,16.28290851,57.52314815,0.87962963,32988134,0.013095618,32983814,-0.000694275,1,10582215.95
16-Jul-20,Maharashtra,275637,3,152613,10928,275640,66.17673539,0.015111051,57.5291825,0.86932639,55.36678276,3.964591496,112374333,0.245287329,112098693,-0.007113761,8,14902325.86
16-Jul-20,Nagaland,902,0,348,0,902,0.216555708,4.617749446,1.01287901,4.677221487,38.58093126,0,1978502,0.045590047,1977600,-0.000303397,1,0
17-Jul-20,Assam,19754,0,12888,48,19754,4.613049367,0.216776349,15.9754566,3.463101157,65.24248254,0.242988762,31205576,0.063302789,31185822,-0.003488643,4,2.211801795
17-Jul-20,Delhi,118644,1,97693,3545,118645,27.70655271,0.036092545,8.59445833,0.310195874,82.3405959,2.987905095,16787941,0.706727525,16669296,-0.009909454,10,586690.3847
17-Jul-20,Jharkhand,4624,0,2513,42,4624,1.079818785,0.926081315,16.8880236,15.6396831,54.34688581,0.908304498,32988134,0.014017161,32983510,-0.000921664,1,10968805.26
17-Jul-20,Maharashtra,284278,3,158140,11194,284281,66.3866704,0.015063265,57.5291825,0.866577314,55.62805815,3.937653237,112374333,0.252976807,112090052,-0.007708386,8,14696885.77
17-Jul-20,Nagaland,916,0,391,0,916,0.213908739,4.67489083,1.01287901,4.735098795,42.68558952,0,1978502,0.046297653,1977586,-0.000707929,1,0
18-Jul-20,Assam,20646,0,14105,51,20646,4.700616321,0.212738061,15.9754566,3.398587655,68.31831832,0.247021215,31205576,0.066161253,31184930,-0.002860274,3,165.7929387
18-Jul-20,Delhi,120106,1,99301,3571,120107,27.34558387,0.036568976,8.59445833,0.31429054,82.67711291,2.973182246,16787941,0.715436157,16667834,-0.008770616,9,807688.4369
18-Jul-20,Jharkhand,4921,0,2570,46,4921,1.120397797,0.892540134,16.8880236,15.07323885,52.22515749,0.934769356,32988134,0.014917485,32983213,-0.00090045,1,11315982.72
18-Jul-20,Maharashtra,292586,3,160357,11452,292589,66.61574294,0.015011467,57.5291825,0.863597401,54.8062299,3.914022742,112374333,0.260369955,112081744,-0.007411898,8,14516639.23
18-Jul-20,Nagaland,956,0,405,0,956,0.217659072,4.594341004,1.01287901,4.653511568,42.36401674,0,1978502,0.048319385,1977546,-0.002022668,3,0
19-Jul-20,Assam,22918,0,15165,53,22918,5.073081325,0.197118859,15.9754566,3.14906377,66.17069552,0.231259272,31205576,0.073442003,31182658,-0.00728557,8,2.95E-08
19-Jul-20,Delhi,121581,1,101274,3597,121582,26.91314136,0.037156569,8.59445833,0.319340586,83.2968696,2.958497146,16787941,0.724222226,16666359,-0.00884938,9,795572.8846
19-Jul-20,Jharkhand,5342,0,2611,46,5342,1.182494128,0.845670161,16.8880236,14.28169764,48.87682516,0.861100711,32988134,0.016193702,32982792,-0.001276407,2,3232892.587
19-Jul-20,Maharashtra,300934,3,165663,11596,300937,66.61479512,0.01501168,57.5291825,0.863609689,55.04906343,3.853298199,112374333,0.267798697,112073396,-0.007448135,8,14055453.65
19-Jul-20,Nagaland,978,0,432,0,978,0.216488068,4.619192229,1.01287901,4.678682852,44.17177914,0,1978502,0.049431337,1977524,-0.00111249,2,0
20-Jul-20,Assam,23999,0,16023,57,23999,5.174763353,0.193245552,15.9754566,3.087185927,66.76528189,0.237509896,31205576,0.076906127,31181577,-0.00346667,4,1.512757995
20-Jul-20,Delhi,122792,1,103134,3628,122793,26.47713306,0.03776844,8.59445833,0.32459928,83.99012973,2.954565814,16787941,0.731435737,16665148,-0.007266134,8,1111428.298
20-Jul-20,Jharkhand,5535,0,2716,49,5535,1.193479526,0.837886179,16.8880236,14.15024156,49.06955736,0.885275519,32988134,0.016778761,32982599,-0.000585154,1,10658826.01
20-Jul-20,Maharashtra,310452,3,169569,11854,310455,66.94158742,0.014938397,57.5291825,0.85939376,54.61951007,3.818266738,112374333,0.276268603,112063878,-0.008492649,9,10611927.61
20-Jul-20,Nagaland,988,0,445,0,988,0.213036635,4.69402834,1.01287901,4.754482778,45.04048583,0,1978502,0.04993677,1977514,-0.000505683,1,0
21-Jul-20,Assam,25382,0,17095,58,25382,5.348071327,0.186983295,15.9754566,2.987143518,67.35087858,0.228508392,31205576,0.081338028,31180194,-0.004435311,5,0.009796395
21-Jul-20,Delhi,123746,1,104918,3663,123747,26.07390208,0.038352526,8.59445833,0.329619184,84.7842776,2.960071759,16787941,0.737118388,16664194,-0.005724522,6,2195224.806
21-Jul-20,Jharkhand,5756,0,2810,53,5756,1.212808233,0.824532662,16.8880236,13.92472705,48.81862404,0.920778318,32988134,0.017448698,32982378,-0.00067005,1,11133245.06
21-Jul-20,Maharashtra,318692,3,175029,12030,318695,67.15009029,0.014892013,57.5291825,0.856725319,54.92053531,3.77476898,112374333,0.283601238,112055638,-0.007352949,8,13459168.14
21-Jul-20,Nagaland,1021,0,484,0,1021,0.215128076,4.648393732,1.01287901,4.708260441,47.40450539,0,1978502,0.051604699,1977481,-0.001668762,2,0
22-Jul-20,Assam,25382,0,18033,58,25382,5.236662829,0.190961311,15.9754566,3.050694139,71.04641084,0.228508392,31205576,0.081338028,31180194,0,0,31180194
22-Jul-20,Delhi,125095,1,106118,3690,125096,25.80906049,0.038746083,8.59445833,0.333001596,84.82925114,2.949734604,16787941,0.745153917,16662845,-0.008095201,9,788249.5428
22-Jul-20,Jharkhand,6159,0,2904,55,6159,1.27068814,0.786975158,16.8880236,13.29045505,47.15051145,0.893002111,32988134,0.01867035,32981975,-0.001221865,2,3512488.769
22-Jul-20,Maharashtra,327028,3,182217,12276,327031,67.47108509,0.014821164,57.5291825,0.852649434,55.71857102,3.753772578,112374333,0.291019302,112047302,-0.007439162,8,13299571.4
22-Jul-20,Nagaland,1030,0,485,0,1030,0.212503456,4.705805825,1.01287901,4.766411946,47.08737864,0,1978502,0.052059589,1977472,-0.000455124,1,0
23-Jul-20,Assam,26772,0,18033,64,26772,5.372979764,0.186116465,15.9754566,2.973295509,67.35768714,0.23905573,31205576,0.08579236,31178804,-0.004457958,5,0.025722841
23-Jul-20,Delhi,126322,1,107650,3719,126323,25.35226814,0.039444203,8.59445833,0.339001555,85.21805214,2.944040278,16787941,0.752462735,16661618,-0.007363688,8,1100487.896
23-Jul-20,Jharkhand,6485,0,3024,64,6485,1.301500589,0.768343871,16.8880236,12.97580942,46.6306862,0.98689283,32988134,0.019658584,32981649,-0.000988419,1,11973190.99
23-Jul-20,Maharashtra,337604,3,187769,12556,337607,67.75569921,0.014758906,57.5291825,0.849067801,55.61762641,3.719117198,112374333,0.300430704,112036726,-0.009438871,10,7614212.734
23-Jul-20,Nagaland,1084,0,486,0,1084,0.217552296,4.596595941,1.01287901,4.655795546,44.83394834,0,1978502,0.054788926,1977418,-0.002730759,3,0
24-Jul-20,Assam,28791,0,20699,70,28791,5.625373677,0.177765969,15.9754566,2.839892515,71.89399465,0.243131534,31205576,0.092262357,31176785,-0.006475553,7,9.77E-06
24-Jul-20,Delhi,127363,1,109065,3745,127364,24.88521041,0.040184511,8.59445833,0.345364101,85.63251782,2.940391319,16787941,0.758663615,16660577,-0.006247893,7,1540966.406
24-Jul-20,Jharkhand,6975,0,3174,67,6975,1.362821069,0.733772043,16.8880236,12.39195958,45.50537634,0.960573477,32988134,0.021143966,32981159,-0.001485675,2,4111742.512
24-Jul-20,Maharashtra,347499,3,194253,12854,347502,67.89721105,0.014728145,57.5291825,0.847298168,55.89982216,3.698971517,112374333,0.309236096,112026831,-0.008831925,9,9831874.87
24-Jul-20,Nagaland,1174,0,530,0,1174,0.22938379,4.359505963,1.01287901,4.415652083,45.14480409,0,1978502,0.059337822,1977328,-0.00455139,5,0
25-Jul-20,Assam,29921,0,21761,76,29921,5.70838238,0.175180977,15.9754566,2.798596088,72.72818422,0.254002206,31205576,0.095883505,31175655,-0.003624492,4,4.51431444
25-Jul-20,Delhi,128388,1,110931,3777,128389,24.49428513,0.04082585,8.59445833,0.350876063,86.40226188,2.941840812,16787941,0.764769188,16659552,-0.006152248,7,1542680.07
25-Jul-20,Jharkhand,7493,0,3307,70,7493,1.429528063,0.699531563,16.8880236,11.81370554,44.13452556,0.934205258,32988134,0.022714228,32980641,-0.001570594,2,3877007.564
25-Jul-20,Maharashtra,357114,3,199967,13132,357117,68.13142577,0.014677515,57.5291825,0.844385419,55.99481402,3.677226231,112374333,0.31779232,112017216,-0.008582765,9,9690592.985
25-Jul-20,Nagaland,1239,0,537,1,1239,0.236378656,4.230500404,1.01287901,4.284985061,43.34140436,0.08071025,1978502,0.062623136,1977263,-0.003287264,4,5.92E-16
26-Jul-20,Assam,31086,0,23055,77,31086,5.798436888,0.172460272,15.9754566,2.755131583,74.16521907,0.247699929,31205576,0.099616812,31174490,-0.00373689,4,3.023875379
26-Jul-20,Delhi,129530,1,113068,3806,129531,24.16127287,0.041388548,8.59445833,0.35571215,87.29030116,2.938292764,16787941,0.77157169,16658410,-0.006854926,7,1538148.482
26-Jul-20,Jharkhand,7836,0,3425,82,7836,1.461640335,0.684162838,16.8880236,11.55415816,43.70852476,1.046452272,32988134,0.023753996,32980298,-0.001040004,2,4877783.137
26-Jul-20,Maharashtra,366365,3,207194,13389,366368,68.33821417,0.014633101,57.5291825,0.841830346,56.55351996,3.654522229,112374333,0.326024627,112007965,-0.008258552,9,9543571.31
26-Jul-20,Nagaland,1289,0,541,4,1289,0.240435732,4.159115593,1.01287901,4.212680885,41.97051978,0.310318076,1978502,0.065150301,1977213,-0.002528748,3,125.1732571
27-Jul-20,Assam,32228,0,24040,79,32228,5.878372339,0.170115117,15.9754566,2.717666673,74.59352116,0.24512846,31205576,0.103276414,31173348,-0.003663252,4,2.552566674
27-Jul-20,Delhi,130605,1,114875,3827,130606,23.82247418,0.041977168,8.59445833,0.360771021,87.95537724,2.930186975,16787941,0.777975095,16657335,-0.006453197,7,1527946.395
27-Jul-20,Jharkhand,8275,0,3704,85,8275,1.509356184,0.662534139,16.8880236,11.18889217,44.76132931,1.027190332,32988134,0.025084777,32979859,-0.001331098,2,4705999.658
27-Jul-20,Maharashtra,375796,3,213238,13656,375799,68.54556432,0.014588836,57.5291825,0.839283812,56.74256717,3.633857461,112374333,0.334417113,111998534,-0.008419937,9,9410055.39
27-Jul-20,Nagaland,1339,0,549,4,1339,0.244232983,4.094451083,1.01287901,4.147183559,41.00074683,0.298730396,1978502,0.067677465,1977163,-0.002528812,3,86.02806266
